time,polarity
2026-01-25 12:00:00,-0.012034269415602055
2026-01-26 00:00:00,0.8559634873264673
2026-01-26 12:00:00,0.5294983598053049
2026-01-27 00:00:00,0.13325041490558537
2026-01-27 12:00:00,-1.9208201706268293
2026-01-28 00:00:00,-1.1138647284417285
2026-01-28 12:00:00,-1.2425120598617927
2026-01-29 00:00:00,1.2188233184538204
2026-01-29 12:00:00,0.7141420219418261
2026-01-30 00:00:00,-0.6045130145660034
2026-01-30 12:00:00,0.053938648599530827
2026-01-31 00:00:00,1.0560041908227857
2026-01-31 12:00:00,0.7699708837072161
2026-02-01 00:00:00,-1.2722895211431577
2026-02-01 12:00:00,0.9838625613386176
2026-02-02 00:00:00,1.6343803368489416
2026-02-02 12:00:00,-1.3624535095067882
2026-02-03 00:00:00,0.5262827424414303
2026-02-03 12:00:00,-0.8520485873101122
2026-02-04 00:00:00,0.5632971609127314
2026-02-04 12:00:00,0.05349786797248244
2026-02-05 00:00:00,1.4731226263340556
2026-02-05 12:00:00,0.35609492635870243
2026-02-06 00:00:00,-1.339532540999571
2026-02-06 12:00:00,-0.555063514987224
2026-02-07 00:00:00,-0.39327737560364157
2026-02-07 12:00:00,1.3915153377739118
2026-02-08 00:00:00,0.7046779606156638
2026-02-08 12:00:00,1.1719787091074612
2026-02-09 00:00:00,0.03215281375234926
2026-02-09 12:00:00,0.33037271619162323
2026-02-10 00:00:00,0.31688676192825965
2026-02-10 12:00:00,-0.8205776517468459
2026-02-11 00:00:00,-1.8060466301885856
2026-02-11 12:00:00,-1.574680272740883
2026-02-12 00:00:00,-4.847249406124707
2026-02-12 12:00:00,-2.958665115031774
2026-02-13 00:00:00,-1.6277186463585325
2026-02-13 12:00:00,0.5608199685654273
2026-02-14 00:00:00,1.6536470713381697
2026-02-14 12:00:00,0.17332996323491823
2026-02-15 00:00:00,-1.018006777834827
2026-02-15 12:00:00,0.8763011006094026
2026-02-16 00:00:00,1.0207714257742768
2026-02-16 12:00:00,-0.1264316586448836
2026-02-17 00:00:00,-1.2170963675568534
2026-02-17 12:00:00,-0.38611373219535255
2026-02-18 00:00:00,1.895940853551193
2026-02-18 12:00:00,-0.7691447906822944
2026-02-19 00:00:00,-0.233359571283312
2026-02-19 12:00:00,-0.6457958057458217
