time,count
2025-09-20 00:00:00,59
2025-09-20 12:00:00,353
2025-09-21 00:00:00,192
2025-09-21 12:00:00,699
2025-09-22 00:00:00,369
2025-09-22 12:00:00,1232
2025-09-23 00:00:00,193
2025-09-23 12:00:00,323
2025-09-24 00:00:00,155
2025-09-24 12:00:00,146
2025-09-25 00:00:00,68
2025-09-25 12:00:00,312
2025-09-26 00:00:00,127
2025-09-26 12:00:00,808
2025-09-27 00:00:00,328
2025-09-27 12:00:00,338
2025-09-28 00:00:00,246
2025-09-28 12:00:00,662
2025-09-29 00:00:00,210
2025-09-29 12:00:00,1783
2025-09-30 00:00:00,1466
2025-09-30 12:00:00,1682
2025-10-01 00:00:00,1234
2025-10-01 12:00:00,1418
2025-10-02 00:00:00,792
2025-10-02 12:00:00,725
2025-10-03 00:00:00,178
2025-10-03 12:00:00,1771
2025-10-04 00:00:00,1634
2025-10-04 12:00:00,1559
2025-10-05 00:00:00,419
2025-10-05 12:00:00,1755
2025-10-06 00:00:00,797
2025-10-06 12:00:00,1547
2025-10-07 00:00:00,384
2025-10-07 12:00:00,449
2025-10-08 00:00:00,116
2025-10-08 12:00:00,993
2025-10-09 00:00:00,1248
2025-10-09 12:00:00,1787
2025-10-10 00:00:00,905
2025-10-10 12:00:00,1291
2025-10-11 00:00:00,586
2025-10-11 12:00:00,1184
2025-10-12 00:00:00,591
2025-10-12 12:00:00,1506
2025-10-13 00:00:00,1475
2025-10-13 12:00:00,2344
2025-10-14 00:00:00,1378
2025-10-14 12:00:00,1027
2025-10-15 00:00:00,625
2025-10-15 12:00:00,1137
2025-10-16 00:00:00,584
2025-10-16 12:00:00,1250
2025-10-17 00:00:00,600
2025-10-17 12:00:00,559
2025-10-18 00:00:00,203
2025-10-18 12:00:00,1150
2025-10-19 00:00:00,779
2025-10-19 12:00:00,1096
2025-10-20 00:00:00,927
2025-10-20 12:00:00,627
2025-10-21 00:00:00,156
2025-10-21 12:00:00,414
2025-10-22 00:00:00,189
2025-10-22 12:00:00,277
2025-10-23 00:00:00,92
2025-10-23 12:00:00,111
2025-10-24 00:00:00,271
2025-10-24 12:00:00,291
2025-10-25 00:00:00,304
2025-10-25 12:00:00,351
2025-10-26 00:00:00,169
2025-10-26 12:00:00,583
2025-10-27 00:00:00,355
2025-10-27 12:00:00,462
2025-10-28 00:00:00,105
2025-10-28 12:00:00,1280
2025-10-29 00:00:00,547
2025-10-29 12:00:00,1482
2025-10-30 00:00:00,671
2025-10-30 12:00:00,506
2025-10-31 00:00:00,149
2025-10-31 12:00:00,118
2025-11-01 00:00:00,52
2025-11-01 12:00:00,103
2025-11-02 00:00:00,62
2025-11-02 12:00:00,82
2025-11-03 00:00:00,51
2025-11-03 12:00:00,91
2025-11-04 00:00:00,59
2025-11-04 12:00:00,123
2025-11-05 00:00:00,88
2025-11-05 12:00:00,151
2025-11-06 00:00:00,209
2025-11-06 12:00:00,380
2025-11-07 00:00:00,156
2025-11-07 12:00:00,222
2025-11-08 00:00:00,144
2025-11-08 12:00:00,304
2025-11-09 00:00:00,196
2025-11-09 12:00:00,341
2025-11-10 00:00:00,234
2025-11-10 12:00:00,355
2025-11-11 00:00:00,296
2025-11-11 12:00:00,472
2025-11-12 00:00:00,105
2025-11-12 12:00:00,103
2025-11-13 00:00:00,97
2025-11-13 12:00:00,386
2025-11-14 00:00:00,149
2025-11-14 12:00:00,199
2025-11-15 00:00:00,73
2025-11-15 12:00:00,81
