time,count
2022-06-12,-1.7728148818994527
2022-06-13,-1.7728148818994527
2022-06-14,-1.9375746292878777
2022-06-15,-0.2789931722443997
2022-06-16,0.05601831411206443
2022-06-17,0.8468651015765043
2022-06-18,-0.3064531301424705
2022-06-19,-0.33940507962015554
2022-06-20,0.08897026358974942
2022-06-21,-0.322929104881313
2022-06-22,-0.30096113856285633
2022-06-23,-0.8446683049446587
2022-06-24,-1.2126317407788079
2022-06-25,-1.3005036060526345
2022-06-26,-0.4053089785755255
2022-06-27,-0.18562931539095887
2022-06-28,-0.28448516382401384
2022-06-29,-0.619496650180478
2022-06-30,-0.28448516382401384
2022-07-01,-0.3174371133016988
2022-07-02,-0.07029749221906138
2022-07-03,-0.42727694489398216
2022-07-04,-0.1307093995948172
2022-07-05,0.2647139941374027
2022-07-06,0.37455382572968604
2022-07-07,-0.257025205925943
2022-07-08,0.4239817499462135
2022-07-09,0.39102980046852853
2022-07-10,0.8139131520988193
2022-07-11,1.6706638385186292
2022-07-12,1.934279434340109
2022-07-13,1.6596798553594008
2022-07-14,1.1159726889775985
2022-07-15,1.6926318048370859
2022-07-16,2.0386272743527782
2022-07-17,2.0386272743527782
2022-07-18,2.3571627859704
2022-07-19,1.7200917627351566
2022-07-20,0.7919451857803627
2022-07-21,2.164943080683904
2022-07-22,0.6985813289269218
2022-07-23,-0.3448970711997697
2022-07-24,-0.07578948379867555
2022-07-25,1.2422884953087243
2022-07-26,0.3361098846723869
2022-07-27,-0.2460412227667147
2022-07-28,0.14389017938589108
2022-07-29,0.5338215815384969
2022-07-30,-0.20210529012980136
2022-07-31,-0.35038906277938386
